,track_id,title,artist_id,artist_mbid,artist_name,duration,entry_id,user_id,num_plays
22,TRAVFSL128E078E22A,Seed Will Grow,AR21YNH1187FB49649,c0c5e158-d61d-4043-a0eb-dc6cc1e0a539,Ms. Dynamite / Kymani Marley,202.21342,481936,48a972ce17e8dd30cd20a2d149962a0af0ba76b3,141
23,TRAGYMA128EF34B55E,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,ARN8NCB1187FB49652,90e17964-b04a-4c37-b952-3c9dfc16c430,Lionel Rogg,172.38159,546540,9d31d6c819fe1f584481f33d20cd58c93515cd5f,6
24,TRARUTP128E0797FC7,Crawling (Album Version),ARQUMH41187B9AF699,f59c5520-5f46-4d2c-b2c4-822eabf53419,Linkin Park,208.95302,546557,9d31d6c819fe1f584481f33d20cd58c93515cd5f,102
25,TRBEBYV128F14A0B65,Marrakech,AR219DK1187FB4CEFC,22a096ef-c70d-4d70-ae19-4fc2412d4986,ATB,262.21669,546560,9d31d6c819fe1f584481f33d20cd58c93515cd5f,2
26,TRADGQI128F1472928,Mi Sangre Latino,AR6C8EJ1187FB3F473,5c70dd66-e717-4ce3-8940-9a530f492383,Nelson Ned,177.6322,762084,46474cad92820165fa5a866b708df6e26f1e8eda,189
27,TRAFHRS128F14599C0,Secret Smile,ARP96FM1187B9AEA77,3037bd18-0079-4e4b-9ce1-758689e210d8,Semisonic,280.00608,886507,ad41bc9e0c0d24e09ff447bc65d49f1a4f25a3d6,70
28,TRAUNND12903CD03BC,Play The Part,ARN5L1O1187FB4D955,5c56a575-f1f4-4290-9f41-d7193c9657c4,Eyes Set to Kill,158.95465,886512,ad41bc9e0c0d24e09ff447bc65d49f1a4f25a3d6,35
29,TRARMRC128F424317A,Oh Scat Mix Up,AR8U8G41187B9A833B,110500b0-78a7-41cb-8535-9f37ab35a902,Tim Exile,78.21016,1123145,2be64e77a5c4eab78381ad7ccf85f9124a16d81f,136
30,TRAYJOF128F92F9EEA,Cry,ARJGIOD1187B9AE920,d339efbb-77b9-4147-ba9e-59f2f24550b2,Kelly Clarkson,214.5171,1178984,8d8c07f4e0619a84502a5204f65dc15022ed7933,1
31,TRADVNR12903CE5A54,Abnormal (Acoustic),AR1ZZOW1187B99BA84,cf6fd745-1035-4bad-b0ef-33ed822b00b7,Bumblefoot,214.64771,1178987,8d8c07f4e0619a84502a5204f65dc15022ed7933,117
32,TRAZDPO128E078ECE6,Crazy,AR12F2S1187FB56EEF,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,Aerosmith,319.73832,1179024,8d8c07f4e0619a84502a5204f65dc15022ed7933,8
33,TRAYQLP128F92FA224,Check On It,AR65K7A1187FB4DAA4,183105b5-3e68-4748-9086-2c1c11bf7a3d,Beyoncé feat. Slim Thug,211.17342,1179041,8d8c07f4e0619a84502a5204f65dc15022ed7933,10
34,TRBALRR128F429625D,Can't Make You Love Me,AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,Britney Spears,196.80608,1179047,8d8c07f4e0619a84502a5204f65dc15022ed7933,2
35,TRASVOH12903CCDC0B,Hey Daddy (Daddy's Home),ARPDVPJ1187B9ADBE9,3414d446-735a-443c-931f-10634f57e5b9,Usher,224.10404,1179048,8d8c07f4e0619a84502a5204f65dc15022ed7933,2
36,TRAWBHE12903CBC4CB,Nothin' On You [feat. Bruno Mars] (Album Version),ARKQQZA12086C116FC,94c338ff-1985-4429-9dc8-997b61bb5932,B.o.B,269.63546,1179088,8d8c07f4e0619a84502a5204f65dc15022ed7933,1
37,TRBBMHE128EF341D09,Push It,ARUQ6301187FB54EBA,26bcd35d-56a3-4e4d-8ad7-7bc5787c3af1,Salt-N-Pepa,207.62077,1179104,8d8c07f4e0619a84502a5204f65dc15022ed7933,11
38,TRAMCGL128F92F3D87,Eriatarka,ARHUC691187B9AD27F,20883363-1ea4-4d72-ad72-c0e767038f3e,The Mars Volta,380.42077,1547674,d9de18a49ea814da475e7086a9a9711909e40467,44
39,TRBGCAK128F425F3CC,Firestarter,AR4L4WQ1187FB51996,4a4ee089-93b1-4470-af9a-6ff575d32704,The Prodigy,225.09669,1547685,d9de18a49ea814da475e7086a9a9711909e40467,107
40,TRAMKDJ128F92F3D8B,Take The Veil Cerpin Taxt,ARHUC691187B9AD27F,20883363-1ea4-4d72-ad72-c0e767038f3e,The Mars Volta,521.63873,1547722,d9de18a49ea814da475e7086a9a9711909e40467,40
41,TRAUTPD128F92F1376,Thrill Me,AR198711187B9AD09F,a9100753-f539-43cf-bcc9-579566fb512e,Simply Red,303.96036,1611723,4bcb95c0955da3cb205a76134d02a54f5660a506,103
42,TRAAGCZ128F93210FD,Let's Get It Started,ARTDQRC1187FB4EFD4,d5be5333-4171-427e-8e12-732087c6b78e,Black Eyed Peas,229.61587,1640754,54a7590c02939f1fe223cd628d6a86b70add8509,78
43,TRANONM128F92EAF7A,Tu Recuerdo,AR2FSX31187B98E3EF,70ea63ea-70dc-4b63-951a-2c249d2b3b0a,"Ricky Martin Feat. La Mari de ""Chambao",247.87546,1640757,54a7590c02939f1fe223cd628d6a86b70add8509,68
44,TRALOBE12903CDA6C5,Mercury & Solace,AR035N21187FB3938E,88e2147d-0332-46f6-85b2-b5f463ba957b,BT,506.27873,1680382,8e0dd300ccb1c2d8c64d1b389102e9a7fc4c034c,234
45,TRAUWFN128F1462E09,One Year_ Six Months,AR048JZ1187B9AEB85,3630fff3-52fc-4e97-ab01-d68fd88e4135,Yellowcard,208.79628,1702788,6be2ac4fa0478867e2827870fc925f623c2fb261,101
46,TRAAGCZ128F93210FD,Let's Get It Started,ARTDQRC1187FB4EFD4,d5be5333-4171-427e-8e12-732087c6b78e,Black Eyed Peas,229.61587,1819393,53c7d41d7b8957f251effc3be56c31d77eca5050,8
47,TRBEONB128EF3405E6,Dekh Le,AR1H4F51187B9946A5,33356218-efb2-44a8-9012-1f6e10ac9d69,Sunidhi Chauhan / Anu Malik / Jatin Sharma,319.32036,1819401,53c7d41d7b8957f251effc3be56c31d77eca5050,112
48,TRAHQBJ12903CAB1FA,Stranger In My Room,AR2AGLK1187B9AAAD0,85afd80f-9593-4c82-8243-9f13a405954e,Year Long Disaster,222.04036,2006199,24739fc8f2c8cda142d9f8e39a2b3313e2334c2e,1
49,TRARAAG128F42437FB,Concerto For Saxophone (Quartet Version): Movement IV,ARLIIVS1187FB5583B,5ae54dee-4dba-49c0-802a-a3b3b3adfe9b,Philip Glass,231.10485,2006200,24739fc8f2c8cda142d9f8e39a2b3313e2334c2e,257
50,TRASRXK128F9311176,Fake Tales Of San Francisco,ARM0P6Z1187FB4D466,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,Arctic Monkeys,177.94567,2023907,8aab962d9a89e14f80249e7d91a441b36f762c88,5
51,TRABRMJ128E0780E42,A New Hope,ARA3I0J1187FB57869,0743b15a-3c32-48c8-ad58-cb325350befa,Blink-182,225.12281,2023921,8aab962d9a89e14f80249e7d91a441b36f762c88,1
52,TRBCUPT128F1462B73,All That's Left,ARIMZQZ1187B9AD541,244afcb7-fa9a-49b1-9aa6-0149512d1c52,Thrice,201.58649,2023937,8aab962d9a89e14f80249e7d91a441b36f762c88,80
53,TRAYDZH128C71967BC,Sucker,ARH9HS41187FB5BC6F,6acb932e-840d-47ac-8e0d-725ad8a6e52c,New Found Glory,172.22485,2023954,8aab962d9a89e14f80249e7d91a441b36f762c88,3
54,TRAUWFN128F1462E09,One Year_ Six Months,AR048JZ1187B9AEB85,3630fff3-52fc-4e97-ab01-d68fd88e4135,Yellowcard,208.79628,2023976,8aab962d9a89e14f80249e7d91a441b36f762c88,12
55,TRALEPN128F9311179,Dancing Shoes,ARM0P6Z1187FB4D466,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,Arctic Monkeys,141.13914,2024046,8aab962d9a89e14f80249e7d91a441b36f762c88,4
56,TRANBUW128F933C645,Don't Panic,ARJ7KF01187B98D717,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Coldplay,139.12771,2024086,8aab962d9a89e14f80249e7d91a441b36f762c88,5
57,TRASAIH128F931F567,Betrayal Is A Symptom,ARIMZQZ1187B9AD541,244afcb7-fa9a-49b1-9aa6-0149512d1c52,Thrice,169.63873,2024088,8aab962d9a89e14f80249e7d91a441b36f762c88,5
58,TRBHKXX128F4252D02,Everything In Its Right Place,ARH6W4X1187B99274F,a74b1b7f-71a5-4011-9441-d0b5e4122711,Radiohead,249.93914,2281943,ed3e56f28c9b1f6dd18270cf3c29f764ae8e4712,8
59,TRAJOPN128F423BEC3,Dimension,ARDF8K01187FB37200,f0c8f75f-8736-4b1d-b312-9349fcff321d,Wolfmother,260.91057,2281974,ed3e56f28c9b1f6dd18270cf3c29f764ae8e4712,4
60,TRAMGPM128F9311196,From The Ritz To The Rubble,ARM0P6Z1187FB4D466,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,Arctic Monkeys,193.43628,2281987,ed3e56f28c9b1f6dd18270cf3c29f764ae8e4712,5
61,TRAMCGL128F92F3D87,Eriatarka,ARHUC691187B9AD27F,20883363-1ea4-4d72-ad72-c0e767038f3e,The Mars Volta,380.42077,2282001,ed3e56f28c9b1f6dd18270cf3c29f764ae8e4712,7
62,TRBGCAK128F425F3CC,Firestarter,AR4L4WQ1187FB51996,4a4ee089-93b1-4470-af9a-6ff575d32704,The Prodigy,225.09669,2282045,ed3e56f28c9b1f6dd18270cf3c29f764ae8e4712,18
63,TRAGBPI128E0792998,Locomotive (Complicity),ARM7EDF1187B9B3FA1,eeb1195b-f213-4ce1-b28c-8565211f8e43,Guns N' Roses,524.87791,2282061,ed3e56f28c9b1f6dd18270cf3c29f764ae8e4712,1
64,TRAMKDJ128F92F3D8B,Take The Veil Cerpin Taxt,ARHUC691187B9AD27F,20883363-1ea4-4d72-ad72-c0e767038f3e,The Mars Volta,521.63873,2282183,ed3e56f28c9b1f6dd18270cf3c29f764ae8e4712,7
65,TRADYQK128F42A762A,Stockholm Syndrome,ARR3ONV1187B9A2F59,fd857293-5ab8-40de-b29e-55a69d4e4d0f,Muse,296.95955,2282190,ed3e56f28c9b1f6dd18270cf3c29f764ae8e4712,5
66,TRARTEH128F423DBC1,15 Step,ARH6W4X1187B99274F,a74b1b7f-71a5-4011-9441-d0b5e4122711,Radiohead,237.21751,2282212,ed3e56f28c9b1f6dd18270cf3c29f764ae8e4712,5
67,TRACECN128F9310E97,Subterranean Homesick Alien,ARH6W4X1187B99274F,a74b1b7f-71a5-4011-9441-d0b5e4122711,Radiohead,267.20608,2282216,ed3e56f28c9b1f6dd18270cf3c29f764ae8e4712,5
68,TRAQHNX128E07822A7,Fast-Track,ARH6W4X1187B99274F,a74b1b7f-71a5-4011-9441-d0b5e4122711,Radiohead,197.45914,2282239,ed3e56f28c9b1f6dd18270cf3c29f764ae8e4712,35
69,TRAAGCZ128F93210FD,Let's Get It Started,ARTDQRC1187FB4EFD4,d5be5333-4171-427e-8e12-732087c6b78e,Black Eyed Peas,229.61587,2294975,99d724639a1e51f53770236f24c87e2ca9126ec6,170
70,TRAYABW128F4235888,We March To The Beat Of Indifferent Drum,AR06EB01187FB40150,dcaa4f81-bfb7-44eb-8594-4e74f004b6e4,NOFX,158.11873,2333724,080937619976622b362e2eff9a1222424fcbd5c4,103
71,TRAAFJW128F428A424,Stickin In My Eye,AR06EB01187FB40150,dcaa4f81-bfb7-44eb-8594-4e74f004b6e4,NOFX,144.50893,2333726,080937619976622b362e2eff9a1222424fcbd5c4,73
72,TRBCUPT128F1462B73,All That's Left,ARIMZQZ1187B9AD541,244afcb7-fa9a-49b1-9aa6-0149512d1c52,Thrice,201.58649,2348059,b17dfc2c7fe6f1733cb26fc00868e61f6e9a34c0,107
73,TRBFKVH128F4262579,Arco Arena,ARQRQRA12131B4B5A8,fa7b9055-3703-473a-8a09-adf2fe031a24,Cake,91.32363,2454988,1838493d527d75c1979c6daa322f24019ad7ae4c,89
74,TRBCUPT128F1462B73,All That's Left,ARIMZQZ1187B9AD541,244afcb7-fa9a-49b1-9aa6-0149512d1c52,Thrice,201.58649,2455004,1838493d527d75c1979c6daa322f24019ad7ae4c,1
75,TRAURYF128F147805D,Supermassive Black Hole (Album Version),ARR3ONV1187B9A2F59,fd857293-5ab8-40de-b29e-55a69d4e4d0f,Muse,209.34485,2455023,1838493d527d75c1979c6daa322f24019ad7ae4c,11
76,TRALEPN128F9311179,Dancing Shoes,ARM0P6Z1187FB4D466,ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,Arctic Monkeys,141.13914,2455054,1838493d527d75c1979c6daa322f24019ad7ae4c,11
77,TRANIJQ128F4298A10,Domino,ARMI8BW1187FB57B2E,98b67ebc-5606-4cdb-9787-47b12cceb101,Kiss,240.45669,2735495,eb6febb2b3fd56991d8c6d553f3a0042e8995b1d,171
78,TRBBECU128F931E67C,Soul,AR95CRV1187B9AFD6D,c07ef5b7-9264-45d1-84bc-014950398d63,Pedro Luis e a Parede,229.45914,2971013,4a2910e905536befc3a6dcefa64d41e85c185747,160
79,TRABKUJ128F4292445,Pero Me Acuerdo De Tí,AR0S7TA1187FB4D024,b202beb7-99bd-47e7-8b72-195c8d72ebdd,Christina Aguilera,266.73587,2980246,448dd7c9a217508f57963f72265705a883fdd5b0,138
80,TRANBUW128F933C645,Don't Panic,ARJ7KF01187B98D717,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Coldplay,139.12771,2980295,448dd7c9a217508f57963f72265705a883fdd5b0,1
81,TRAVFSL128E078E22A,Seed Will Grow,AR21YNH1187FB49649,c0c5e158-d61d-4043-a0eb-dc6cc1e0a539,Ms. Dynamite / Kymani Marley,202.21342,3089619,4c6426c9c734c23ec0c35154437fc132b862068c,111
82,TRAWCIC128F92FE36A,Gia,ARNQAVF11F4C844C04,,Despina Vandi,253.07383,3089700,4c6426c9c734c23ec0c35154437fc132b862068c,1
83,TRAEVRI128F93608F3,Welcome,AR9W3X91187FB3994C,401c3991-b76b-499d-8082-9f2df958ef78,Phil Collins,216.92036,3596451,4be305e02f4e72dad1b8ac78e630403543bab994,1
84,TRBCJUF128F93190C2,Everyone's At It,ARKZJ301187FB521B2,6e0c7c0e-cba5-4c2c-a652-38f71ef5785d,Lily Allen,277.83791,3596475,4be305e02f4e72dad1b8ac78e630403543bab994,1
85,TRAURYF128F147805D,Supermassive Black Hole (Album Version),ARR3ONV1187B9A2F59,fd857293-5ab8-40de-b29e-55a69d4e4d0f,Muse,209.34485,3596496,4be305e02f4e72dad1b8ac78e630403543bab994,101
86,TRAYQLP128F92FA224,Check On It,AR65K7A1187FB4DAA4,183105b5-3e68-4748-9086-2c1c11bf7a3d,Beyoncé feat. Slim Thug,211.17342,3596514,4be305e02f4e72dad1b8ac78e630403543bab994,1
87,TRAWBHE12903CBC4CB,Nothin' On You [feat. Bruno Mars] (Album Version),ARKQQZA12086C116FC,94c338ff-1985-4429-9dc8-997b61bb5932,B.o.B,269.63546,3596616,4be305e02f4e72dad1b8ac78e630403543bab994,54
88,TRAOAYQ12903CFE05C,Show Me,ARZCXO91187FB53708,c7d13c98-8896-4105-b68d-698d4f54ffcd,Justin,203.2322,3596646,4be305e02f4e72dad1b8ac78e630403543bab994,1
89,TRANMKF128E07995A8,Dance Into The Light (LP Version),AR9W3X91187FB3994C,401c3991-b76b-499d-8082-9f2df958ef78,Phil Collins,262.00771,3596651,4be305e02f4e72dad1b8ac78e630403543bab994,1
90,TRBDMIN128F147FCBB,One More Night,AR9W3X91187FB3994C,401c3991-b76b-499d-8082-9f2df958ef78,Phil Collins,285.98812,3596668,4be305e02f4e72dad1b8ac78e630403543bab994,2
91,TRAWBHE12903CBC4CB,Nothin' On You [feat. Bruno Mars] (Album Version),ARKQQZA12086C116FC,94c338ff-1985-4429-9dc8-997b61bb5932,B.o.B,269.63546,3648964,6ca4dc98190b54591aa639d598c86ac1790897e2,6
92,TRAQJMP128F92E3821,Can't Take My Eyes Off You,ARR3ONV1187B9A2F59,fd857293-5ab8-40de-b29e-55a69d4e4d0f,Muse,211.12118,3648974,6ca4dc98190b54591aa639d598c86ac1790897e2,93
93,TRAOXSN128F4282FB5,Temblando,AR05IU31187B9B9A1A,38e3d9bd-5ff2-47f2-8519-52bf7572dd1c,Alex Ubago,201.09016,3648979,6ca4dc98190b54591aa639d598c86ac1790897e2,1
94,TRANVZT128F42AE134,Lullaby,AR11YQ81187FB3C654,3248ed2d-bada-41b5-a7b6-ac88faa1f1ac,Dixie Chicks,351.84281,4947601,65c23b32ecf7636bd62af8f928967cd0f23b00d8,27
95,TRBCSDW128F424D686,You Left Me,ARIRCA31187FB58E84,7bd47e67-ecd5-49d5-837f-c692df38da4e,The Maine,209.00526,4947674,65c23b32ecf7636bd62af8f928967cd0f23b00d8,161
96,TRAVSVL128F14B12BE,Lotion (LP Version),ARXSABJ1187FB3C336,7527f6c2-d762-4b88-b5e2-9244f1e34c46,Deftones,237.73995,4980215,8ae7b3a604c68d688986d4e6ac705886749bfd8a,25
97,TRBEBYV128F14A0B65,Marrakech,AR219DK1187FB4CEFC,22a096ef-c70d-4d70-ae19-4fc2412d4986,ATB,262.21669,4980217,8ae7b3a604c68d688986d4e6ac705886749bfd8a,74
98,TRAWBHE12903CBC4CB,Nothin' On You [feat. Bruno Mars] (Album Version),ARKQQZA12086C116FC,94c338ff-1985-4429-9dc8-997b61bb5932,B.o.B,269.63546,4980247,8ae7b3a604c68d688986d4e6ac705886749bfd8a,12
99,TRAZBRT128F9305CE3,It's Like That,ARX9YIP1187B98A656,5ecc3f72-20a6-47a0-8dc5-fb0b3dadeea0,RUN-DMC vs. Jason Nevins,250.06975,5032295,0548eba0a7f0e19a718580e6853f8de0a5b29200,129
100,TRATBNG128F92CADA8,Llamado De Emergencia,ARBNXYA1187FB51C50,2f522f5c-111c-4ce8-8bd0-d82e97c227ad,Daddy Yankee,239.882,5032327,0548eba0a7f0e19a718580e6853f8de0a5b29200,6
101,TRANBUW128F933C645,Don't Panic,ARJ7KF01187B98D717,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Coldplay,139.12771,5032381,0548eba0a7f0e19a718580e6853f8de0a5b29200,7
102,TRANIJQ128F4298A10,Domino,ARMI8BW1187FB57B2E,98b67ebc-5606-4cdb-9787-47b12cceb101,Kiss,240.45669,5032389,0548eba0a7f0e19a718580e6853f8de0a5b29200,3
103,TRADODV128F4283EB6,Got It Twisted,AREV2491187B9B017E,d75d1f08-bbb8-4eae-9877-399ca9121197,Mobb Deep,224.62649,5032394,0548eba0a7f0e19a718580e6853f8de0a5b29200,8
104,TRAWLYS12903CCFEFC,Samba De Una Nota So´,AR3THYK1187B999F1F,286ec4c2-b5ca-4f85-b331-280a6d73dd14,Joa~o Gilberto,98.14159,5072729,c15570ec9ccc9f4093fc51dba952de0558c74ae7,221
105,TRAZBRT128F9305CE3,It's Like That,ARX9YIP1187B98A656,5ecc3f72-20a6-47a0-8dc5-fb0b3dadeea0,RUN-DMC vs. Jason Nevins,250.06975,5105042,c107d2ffc0cfbecebc11a1d29149b300058d7fda,231
106,TRAWLYS12903CCFEFC,Samba De Una Nota So´,AR3THYK1187B999F1F,286ec4c2-b5ca-4f85-b331-280a6d73dd14,Joa~o Gilberto,98.14159,5225472,e469e40ec1da27e900e41e5323609b95b0791fbc,229
107,TRAQJMP128F92E3821,Can't Take My Eyes Off You,ARR3ONV1187B9A2F59,fd857293-5ab8-40de-b29e-55a69d4e4d0f,Muse,211.12118,5225501,e469e40ec1da27e900e41e5323609b95b0791fbc,22
108,TRBHLDQ128F423EF10,Blue Orchid,AR8V1WA1187B9AD9E9,11ae9fbb-f3d7-4a47-936f-4c0a04d3b3b5,The White Stripes,160.31302,5330818,e68571e6a1482986680d9f237ff7a149f0c6e52f,120
109,TRAWBHE12903CBC4CB,Nothin' On You [feat. Bruno Mars] (Album Version),ARKQQZA12086C116FC,94c338ff-1985-4429-9dc8-997b61bb5932,B.o.B,269.63546,5330820,e68571e6a1482986680d9f237ff7a149f0c6e52f,1
110,TRAGMXK128F9305A50,De Onda,AR02YGA1187B9B8AC4,e90428f4-29ef-47b4-a081-75e415f51037,Bersuit Vergarabat,181.18485,5457135,032407039784e7302672e0ef0203f5836b518eca,1
111,TRBHRGD12903CA7A58,Bad Man Story,ARVUN5F1187FB4CCC7,0d85b9f2-802d-48bb-aa85-6a9668869053,Beenie Man,179.51302,5457148,032407039784e7302672e0ef0203f5836b518eca,220
112,TRAUONA128F4255A38,November Has Come,ARAXU5Z1187B98FECD,e21857d5-3256-4547-afb3-4b6ded592596,Gorillaz,160.96608,5457168,032407039784e7302672e0ef0203f5836b518eca,6
113,TRBAMXF128F1470AD6,Hard To Concentrate (Album Version),ARE8GLF1187FB52532,8bfac288-ccc5-448d-9573-c33ea2aa5c30,Red Hot Chili Peppers,241.84118,5457172,032407039784e7302672e0ef0203f5836b518eca,1
114,TRAFMPX128F4246C49,All I Ask For (Album Version),ARQATWU1187B98EE26,91e2e08f-abd7-44d6-9a84-b8a4afa8a265,Ill Nino,219.81995,5457212,032407039784e7302672e0ef0203f5836b518eca,1
115,TRAUTTP128F425BDEB,Charly (Trip Into Drum And Bass Version) (Remastered),AR4L4WQ1187FB51996,4a4ee089-93b1-4470-af9a-6ff575d32704,The Prodigy,312.86812,5458044,ddf36438c7bf7ef49756de307c6f70cacbd1db22,60
116,TRBGCAK128F425F3CC,Firestarter,AR4L4WQ1187FB51996,4a4ee089-93b1-4470-af9a-6ff575d32704,The Prodigy,225.09669,5458052,ddf36438c7bf7ef49756de307c6f70cacbd1db22,56
117,TRAURYF128F147805D,Supermassive Black Hole (Album Version),ARR3ONV1187B9A2F59,fd857293-5ab8-40de-b29e-55a69d4e4d0f,Muse,209.34485,5880634,013de579fc16527ecaf104cb3a210f8258c99e05,39
118,TRAWLYS12903CCFEFC,Samba De Una Nota So´,AR3THYK1187B999F1F,286ec4c2-b5ca-4f85-b331-280a6d73dd14,Joa~o Gilberto,98.14159,5880657,013de579fc16527ecaf104cb3a210f8258c99e05,64
119,TRBHYIK128F92E210B,Falling Down [Live Acoustic],ARR3ONV1187B9A2F59,fd857293-5ab8-40de-b29e-55a69d4e4d0f,Muse,312.05832,6090317,5d5a27d2fe3d45e515e79ddb7f70822ef5cd3600,1
