track_id,title,artist_id,artist_mbid,artist_name,duration
TRARIZK128F92FF27A,Antarctica Starts Here,ARUI8651187B9ACF52,72c090b6-a68e-4cb9-b330-85278681a714,John Cale,199.96689
TRARINE128F4280B9C,Out In The Street (Live) (2008 Digital Remaster),AROATPL1187FB48E12,f6b037df-35e8-4ef5-b59c-5634de1b44d4,UFO,314.17424
TRARIMP128F933D217,Heavy On My Mind (Album Version),AR531IG1187FB59B35,b7aa3a81-01f7-4603-905f-8de902528ba9,Back Door Slam,319.84281
TRARIKA128F9335A8C,Everyone make love,ARYZ1NG1187FB3FD40,afffc967-b360-42b2-9073-f987bfe294fe,Cool cavemen,234.762
TRARNCP128F42AB2B0,Calm Da Seas,ARXP7MQ1187FB3AC5F,2b0d81ce-1d0e-4097-91b3-c1f0cb045a2c,Dave Hollister,258.16771
TRARNJN12903CE49F8,Ran Kan Kan,ARXJSHW1187B9A2A52,cdf09cd2-59e0-4953-839f-bea3bbb07b1b,Nestor Torres,191.63383
TRARNAS128EF355915,I Found You,ARCT5P61187FB3D950,8af64037-6d26-4d24-afd8-7e085abb01b1,The Impressions,207.35955
TRARNIL12903C9A9C8,Afraid Of Change (Tribal Vocal Mix),ARSQFIK11F50C4D038,7ccdb27f-13cb-424a-93ce-316a6f059fdd,Casa Bulga,401.24036
TRARNKQ12903CE7299,Grow Up_ Grow Old,AR7OCK81187B98D1F1,989d5fb7-b71e-4573-8cec-6bfacc9b131e,Debbie Davies,283.79383
TRARNAJ128F92CD7F9,Walk Away From Love,ARUG6DV1187B992475,0b0ded52-3918-4bb0-b5fc-1d1e6b4334bc,Willie Clayton,260.51873
TRARNZA128F424EC6A,Rainbow Country (Red Gold And Green Version),ARAZCWP129462A97F1,ed2ac1e9-d51d-4eff-a2c2-85e81abd6360,Bob Marley & The Wailers,258.29832
TRARNBZ128F4238CF7,Strange Things,AR202MX1187B9B0383,4910c255-cd1c-4f3e-a2c1-6e419b162220,Tanto Metro & Devonte,158.1971
TRARNZV128F930CDFB,Screamin' & Hollerin' The Blues,ARCLJQZ11E2835CE37,209311f4-f9c2-4e44-95c4-f7708f9cc10f,Alvin Youngblood Hart,208.84853
TRARNMW128F92DE2D4,Dholna Dholna,ARBY23A1187B9A82E4,92d0242d-c47d-4e2b-915d-4f875a07c91f,Naseebo Lal,376.16281
TRARGZR128F92E28D6,Parchman Farm,AREOGMA1187B9908EF,d13d9feb-b7c7-49f4-9b72-65e29a16aa24,Hot Tuna,461.71383
TRARGBM128F428F65E,A Lo Clasico,ARBNXYA1187FB51C50,2f522f5c-111c-4ce8-8bd0-d82e97c227ad,Daddy Yankee,235.15383
TRARGCC128F92F34B7,Zhi Xiang Ni hui Yi,ARFERPC1187FB557F6,be28eefe-4995-400b-94d0-4f4edbf8d092,Hacken Lee,424.82893
TRARGDO12903C956AA,Amaze,ARD3ICK1187B9A56C9,96a5d12b-6f2e-4679-be43-ce0cc5146da6,Jimmy Riley,216.39791
TRARGLY128F935AAD5,Radio Rape,ARHQYFB1187FB4AECF,e883be93-9ba5-44f0-a207-6d5d8cd656b6,The Cortinas,219.01016
TRARGTV128F4274FB6,Ain't No Game,ARCMYSA1187FB4A8E8,1a576d57-4b7c-4f22-a51e-fe403c0103c4,Masta Ace Incorporated,295.1571
TRARZIV128F147AADB,Cavaleiro De Aruanda,ARRLCY71187B9A0FC6,1d15a111-061d-48a2-bfe7-d352ec11d5f0,Jongo Trio,157.72689
TRARZMX128F4238B5A,TELL ME WHY,ARB78VW1187B98F81C,8347fcf6-d073-4fa4-99b8-5f545fee39de,George Nooks,221.90975
TRARZOS128F14A1E17,Czwarty,ARJE0KX1187FB53E82,f6f76069-e47f-4f19-bee5-b6f1dd3afb2c,Energy,310.9873
TRARZFN128F42680B8,Washington Post (1998 Digital Remaster),ARASWKT1187B9923B7,835b510b-73e6-4ce5-b878-9ab7941e0cd0,Felix Slatkin/Concert Arts Symphonic Band,151.17016
TRARZBQ128F42649A6,No Pienses Asi,ARM7UY51187B993E17,42b5af45-312e-4dc1-ad0c-84dea2d5dcb2,Eddie Palmieri,266.50077
TRARZBX12903CD70DA,Cavalleria Rusticana,ARZS5VW1187FB567E8,a7412cd0-e0b8-4fa1-8d24-75bb92a84946,William Orbit,199.8624
TRARZKD128F425D64D,Forever,ARXOTQH1187FB57084,e1009244-1bf4-4a4c-889e-0db83b9be08f,Chris Brown,389.25016
TRARZBR128F934715D,Amor a Medias,ARX0X2D1187B99F515,16f146da-deef-4f07-9bbf-e4922c27067e,HA-ASH,253.90975
TRARTEH128F423DBC1,15 Step,ARH6W4X1187B99274F,a74b1b7f-71a5-4011-9441-d0b5e4122711,Radiohead,237.21751
TRARTOQ12903CA1CA9,I Love Your Way,ARFLZK31187B9B0E15,8979c4c3-04b2-4ddc-bf4f-431cf06dcdeb,Kashief Lindo,238.15791
TRARTBH128F93087A4,Lookin' For Me Somewhere,ARKL75U1187FB5B8B6,84c38d3a-3400-4c28-b988-90558bb6fae0,BoDeans,186.20036
TRARTJL128F92CB44B,Raise Your Hands,ARDVZTE1187FB5A0A1,5dcdb5eb-cb72-4e6e-9e63-b7bace604965,Bon Jovi,311.27465
TRARTSZ128F427642F,Rainbow Dance,AR15YLD1187FB3D4DD,27fc27ae-3d8d-40cd-b3cf-ed2541a2321d,John Tchicai,182.36036
TRARTSA128F4291550,Champagne & Reefer,ARRH2S81187B98C8AA,fb7659b2-5ceb-45ac-be95-b0c1f832caec,Bongzilla,286.58893
TRARTCZ128F427A176,No More Doggin',AR243ZT1187B9A98D2,ff609eb0-5425-4963-9e55-85d729f4648e,Otis Spann,180.40118
TRARTYH12903CF0056,I Need a Veggie,ARJPZSG1187FB3E985,38d64df7-5b7f-42ca-9d98-9541640ca84f,John Holt,228.30975
TRARTGG128F424ABCD,Get Happy,AR6QQY41187B990574,b182fec1-00ad-4082-859d-1f06a2029495,Danny Wilson,126.53669
TRARTME12903CE0253,I'll Wait for You Dear,AR23F7J1187B9A550F,5b6d8437-b0d8-453f-a841-90562a69532d,Al Dexter,150.9873
TRARTEH128F4280823,From Afar (Album Version),ARNLO5S1187B9B80CC,b665b768-0d83-4363-950c-31ed39317c15,Van Halen,324.23138
TRARTDG12903CA52DF,Cry For Love,ARNZPLV1187FB3DF5D,93dda03d-c1d3-42c2-80b0-fa71bc20262b,Capleton,216.81587
TRARTAR128F145F235,Uncle B.S. - 1963,ARDNS031187B9924F0,e29641cc-3658-4886-89d7-3a146d2d3d75,Tim Wilson,100.67546
TRARTHV128F429B77A,Wohär dr Wind wäiht,ARUACR61187FB3AB37,833ffe4c-1df1-4dda-91e4-d0f2d4db84a7,Kisha,203.04934
TRARTYI128F427E74C,Volumatic Spacer Device,AROJAG11187B9B71A3,87c2d990-d33a-496a-a6c4-0acdd240550c,The Chap,207.28118
TRARTIV128F92F87F0,Putt Jhatt Da Gulabi Phull Varga,AREMHJX1187FB41DAB,ad6dca0e-2ce0-46d1-a572-b97ab04596c1,DJ Vix,98.76853
TRARSMV128F1469CCF,Namibia,ARLUAK21187B9B785A,7c09d8af-895a-4337-bb46-b4b6dcabff10,Ziggy Marley And The Melody Makers,246.54322
TRARSJD128F932BAF8,Unlearn,ARCLBZ01187B98D025,c3c91d78-6b95-4b1b-976c-3d1d12970628,Crematorium,210.1024
TRARSAM128F4256E04,Vargbrodern Talar,ARVJ6541187B9A4C3E,56956605-de13-467a-9348-1a92ee2bc27b,Månegarm,92.76036
TRARSFU12903CB2669,Sweet Lady,ARP23RL1187FB497FE,924203bb-da5f-4bd0-9630-c753c7cb9774,Ernest Ranglin / Floyd Lloyd,271.77751
TRARSLP12903CE2AA6,Forever,ARPHH7Z1187B9B6A3A,891004ce-89a3-4512-9141-d0098d376cfc,Franco,251.61098
TRARSKA128F9336A04,3,AR03BDP1187FB5B324,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,Britney Spears,465.47546
TRARSKS128F4272D2F,Sleuthing,AR2H1J41187FB5C640,5b24fbab-c58f-4c37-a59d-ab232e2d98c4,Danny Elfman,140.87791
TRARSZV12903CDB2DE,Meet Me in the City,ARRM70G1187B9A7F64,7032cf8a-ca2e-48c4-bffe-a9a77e223bbb,Junior Kimbrough,190.06649
TRARSAW12903C9EDEB,Drama  (LP Version),ARU4JBP1187B99263F,9c347bf2-6c29-419e-85b6-43bf95f7229f,Liquid Gang,226.0371
TRARALS128F934F7C1,Oh What A Feeling,AREZMPH11F4C83B364,,Everly Brothers,125.02159
TRARAKX12903CBADE2,So hell mit Klause Duo,ARPTHEV123E29C17B3,d139d4d5-51fe-40d0-94b8-007786e1e346,Flowin Immo et Les Freaqz,225.59302
TRARAAG128F42437FB,Concerto For Saxophone (Quartet Version): Movement IV,ARLIIVS1187FB5583B,5ae54dee-4dba-49c0-802a-a3b3b3adfe9b,Philip Glass,231.10485
TRARAZI128F427F3B4,Llama y Verás,ARU3YYC1187FB43FEE,1fc56cff-f0a0-4ce2-ab1f-ac49cf3b073f,Luis Alberto Spinetta,209.47546
TRARAIG128F424DDCC,Heyya Heyya,ARE04031187B9AB97F,c3fe1c71-1f06-4cdd-aae0-105f89f5678a,Ramy Ayach,239.80363
TRARAEU12903CB396C,Misty Valley,ARUIRHK1187FB55534,,Frank Chacksfield & His Orchestra,155.37587
TRARAGQ12903CB6892,Sehnsuchtsexpress,AR3YBMD1187B99F15C,2814bb6e-a64f-4dca-99b6-bce9ebe4489f,Frl.Menke,217.20771
TRARACF128F424FACF,Come Alive,AR0O3AV1187FB4D030,40b8a690-94e4-4c82-ad0f-73f4b841e46a,Agnostic Front,122.17424
TRARAIO128E0780FDE,Spitting Games,ARVN9FZ1187FB393F1,a66999a7-ae5c-460e-ba94-1a01143ae847,Snow Patrol,229.642
TRARANL128F1478789,Drones,ARZWK2R1187B98F09F,606bf117-494f-4864-891f-09d63ff6aa4b,Rise Against,181.57669
TRARAHB128F428928E,Do Your Will (Album Version),AR77FBJ1187FB49D8D,67e82ed6-bbde-4c80-9bc0-c7683a174bfc,The Rance Allen Group,337.162
TRARATE128F92FE56A,Check the bomb,ARA6H4G1187B99E2F2,79de65f4-4f6e-4118-9f1d-87787d15d247,Refractory,358.89587
TRARAJS12903CAD54F,System of Play,AR1AIC51187B98C03F,a18094be-830b-4f09-9326-802deabdd778,Theodor Zox,381.23057
TRARAEG128F42647B2,Trying To Get To Heaven,AR5FP401187FB523C9,72c536dc-7137-4477-a521-567eeb840fa8,Bob Dylan,320.70485
TRARFWJ128F9339D70,Birch,ARS0W831187B9AF0B7,256f09e5-43f4-4b3d-836c-2cc9283d22c0,Maximilian Hecker,370.02404
TRARFXI128F1468CE3,Same Old Thing,ARHPDQM1187FB3C318,73b8dddb-ec29-4d11-b449-d97fde73f07b,Albert Collins,356.25751
TRARFQL128F931E523,Voodoo Doll,ARMRCET1187FB52049,4f9675d2-f6d5-486c-9b26-33dcca998500,Fergie,263.05261
TRARFAV128F428B7B2,Nerio Compra Una Contestadora,ARYLSGC11F43A69EF6,c694bf65-83e9-47d5-aeb3-bb68f78ef981,Los Amigos Invisibles,24.34567
TRARFSI128F92C5B06,Killer (Single Version),ARAIABB1187B9AC6E2,f053ae01-dae6-4aae-9883-e8c279fdbef4,Seal,257.48853
TRARFSH128F92DFDED,Sunset Manifesto,ARE54I01187FB3AE3D,19a93c4a-04d3-40e6-b0e2-c13eb0b85913,Flink,160.91383
TRARFKP12903CF5DF1,From My Hands,AR2O84Q1187FB5BF74,93bc4272-a072-49d6-a9e4-5ee32cacd0af,Salt The Wound,241.162
TRARFAB128F4244BB7,Tanz,ARTWKNF1241B9C87E9,,ZENFU,130.71628
TRARFTH128F93052CF,Coming Back For More feat. Colin Corvez,ARVBXZ01187B997092,da7ce38f-d524-4e51-89cd-d8fae9e7aa84,Daniel Paul,323.60444
TRARFLF128F425B49B,Paradise In Your Eyes,ARS1DCR1187B9A4A56,0159799c-ef7f-4c37-a011-25b6572c0f62,Winston Reedy,268.61669
TRARFAZ128F93481AD,Isku Pitkästä Ilosta,ARSZX2G1187B98FCCF,50eec634-7c42-41ee-9b1f-b41d9ca28b26,Korpiklaani,250.8273
TRARFOC128F92ED401,The Way I Am,ARTH9041187FB43E1F,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Eminem,291.10812
TRARFQY12903CA07B6,One More Ride (Digitally Remastered),ARH861H1187B9B799E,d43d12a1-2dc9-4257-a2fd-0a3bb1081b86,Johnny Cash,120.99873
TRARFCT12903CD3545,Can't Help Falling In Love,AR502DZ1187B98F8E1,bc73bbad-ebd9-45c0-8581-260304b9c008,Brian Dullaghan,190.56281
TRAROOB128F424C74C,Drunk Driving Tip,ARFXQZA11F4C841613,,Dezz White,44.93016
TRAROQC128F4273979,Que Vuelvas,AR6PJ8R1187FB5AD70,bf24ca37-25f4-4e34-9aec-460b94364cfc,Shakira,231.75791
TRAROUS12903CF4F08,I'm In The Mood For Love,ARTE3P61187B9A709D,878fb667-b443-4ddf-b7dc-130824b736aa,Roger Williams,170.81424
TRAROHB128F145CD83,Yesterdays,ARDE7I31187FB43352,70053535-a3ae-4aad-a6cd-68c55085b843,Gonzalo Rubalcaba,483.39546
TRAROQL128F92F7E7D,Concertino for Bass Trombone and Trombone Choir,ARH9NBO1187FB43904,bea82584-578d-4be3-bf96-ce0df5eeda81,David Taylor,600.11057
TRAROCB128EF35098A,De Tha Mai Edo,ARGOAMH11F4C844C07,,Domna Kountouri,209.94567
TRAROSP128F1487270,Rachel's retribution,ARZEBW31187FB586EA,0b0bd0c0-3723-4715-87d7-9d57f0eb240f,Anne Dudley,280.86812
TRARODV128F1460DBC,A Goodnight's Sleep,ARG53231187FB3982D,9701356d-08d9-45ba-975d-977ab466e7be,The Starting Line,264.41098
TRAROFY12903CD2618,Mui Mal_ Animal,ARTTFGF11F4C84563C,,L.A.V.I,565.96853
TRAROPZ128F42A8AB2,Cup Horn,ARIMW0M1187B99EC59,245a7f6a-1100-4a2d-a67f-df8d9e7b7b9d,TEN MADISON,344.68526
TRAROPS128F92F09A5,Am I That Easy To Forget,ARXSPYZ1187B98972A,64ef6088-309f-4660-91da-a3e4c57ad379,Carl Belew,140.38159
TRARODD128F4225D3F,Vitamina,AROSW2I1187FB44866,d726a2b3-5c6b-4cae-8e79-81d52db9462b,Sonora Carruseles,230.00771
TRARHCB128F148D1B0,The Haunting,ARA1UU51187FB5A70B,936addc3-91aa-49de-8ec0-0dc186de151f,The Misfits,85.9424
TRARHMM128F92F2DC9,All or Nothin' Gal,ARCW5RB1187FB4383F,df35c937-510f-45bd-8165-f5a702c8f87d,Jessie Lee Miller,116.92363
TRARHLY128F42698CA,Some Kind Of Zombie (Criscoteque Remix),ARGEZ5E1187FB56F38,f12a9472-02be-40f4-9ff3-a836e2b9ece8,Audio Adrenaline,279.97995
TRARHKQ128F92EF0B2,A Veces Hablo De Ti,ARLFH5Y1187FB44A89,b4735f38-7913-482b-8288-0046753f62e3,Tito Allen,322.21995
TRARHFV128F92E0ECE,Old Fashioned Baby,ARR7YYN1187FB5C015,7614119e-f081-436a-b47c-da0f3855ecfc,Pee Wee Crayton,163.10812
TRARHFF128F933D378,Just Say Yes,ARFONKU11F4C8431CC,,Dickies,152.94649
TRARHXX128F93477A0,Faithkeeper_ Part 1,ARJ3TAF1187FB4AAB1,61b243f5-698f-4ba3-9538-20279da8edc2,David & Steve Gordon,532.27057
TRARHBD128F423A0EA,Children Of Love,AR3EVEE1187B9994B7,f564b042-1bec-4990-b730-151a0a8fd59a,Abijah,204.77342
TRARMNI128F9336EF9,Afro Profondo,ARFUSID1241B9C9462,,Daniela Dessì,178.75546
TRARMUY12903D02555,Lihava enkeli,ARKPDBH1242077DEB1,,Murskahumppa,163.47383
TRARMLZ128F9330684,Killing Me Softly With His Song,ARWENXU12454A2DE56,,CoCo Lee,310.54322
TRARMPI12903CCE6BD,Girl You Need My Love,AROPU0111C8A414FF6,4bffd92b-ff89-4a1e-962b-4883cd2dbd81,Doniki,256.20853
TRARMZO128F93362A2,Love Theme (The Falling In Love),ARZ8KO81187B9B1B7C,2882ffa3-dec9-4055-a842-a950728bcb02,Burt Bacharach,98.32444
TRARMUZ128F14AA0EA,Roller Derby,AR7TTCH1187FB3F95C,d4cc0ed5-0f76-4188-9e14-2a23ca12188a,Leon Russell,145.55383
TRARMYQ128F149F18A,Are You Ever Gonna Love Me?,ARTZ90C1187FB55D81,5cf7e696-3c52-4021-866c-7ce71ab8671a,Jimmy Wayne,232.64608
TRARMHD12903D02A2A,Turn Up The Bass,ARLD4VD1187FB39009,4a80dd86-e57e-4600-af53-1166bdc6d9b9,Fast Eddie featuring Kool Rock,271.3073
TRARMYZ128F426150A,So deep,AR7074B1187FB4C39B,6e3ed724-c5a3-4bcd-8ebc-89da0c33b6b8,Ann Lee,380.08118
TRARMRJ128F92EBD5C,Collecting Dust,AR9NAVM1187FB51B69,31f3f2d7-fb31-4b71-a42f-2040149a2cfc,Life Long Tragedy,204.9824
TRARMPK128F9302164,You Had Me From Hello (Lullaby Rendition of Kenny Chesney),ARBMHBC11F4C8403A2,,Hushabye Baby,223.45098
TRARMWA128F424147D,Nothing's Clear (Album Version),ARQATWU1187B98EE26,91e2e08f-abd7-44d6-9a84-b8a4afa8a265,Ill Nino,202.13506
TRARMFD128F4231386,You Must Do Your Best Tonight / I Represent/Animal Crackers,ARCII0J1187FB3A1B4,36f93472-e1c2-45bc-b141-801e79b7de14,The Marx Brothers,116.37506
TRARMDJ128F931F980,French Suite: A Paris Thing,ARMMKRK1187B996E31,dac57e38-6f3b-4e93-adfa-2e10c008e3ad,William Goldstein,276.50567
TRARMRC128F424317A,Oh Scat Mix Up,AR8U8G41187B9A833B,110500b0-78a7-41cb-8535-9f37ab35a902,Tim Exile,78.21016
TRARMUI128F147162F,The Modern World,ARJG2ID1187B9A767E,23228f18-01d5-493e-94ce-cfcde82a8db2,The Jam,150.59546
TRARMHA128F92E7D32,I'm Not A Loser,ARANOZN1187B9B373E,f035837e-4117-438d-a524-cacf43500e68,Descendents,89.23383
TRARMIK128F4270A74,De Paris Un Caballero,ARA373P1187B9A74C7,03928095-62f3-455b-af68-443c08279564,Barbarito Diez,157.962
TRARJMX128F149BE14,T-Ball and Indian Guides (LP Version),ARHN74X1187B98D79F,e46504cb-1aac-4b9a-9581-451778df9eba,Bill Engvall,482.21995
TRARJVW128F14937AB,La Rue Du Babouin,ARVCZAB12454A37E86,,Françoise Hardy - Maurane,194.24608
TRARJEM128F92E444D,Big Bounce,ARI4S0E1187B9B06C0,50a45c3d-b54b-4fd5-bb83-5046e4ff6813,David Arkenstone,272.97914
TRARJPL128F931C7D2,Summer Summer,ARAN38V1187FB4C4EE,92e1f515-fc89-4577-9f77-addacdaf7559,The Almost,240.79628
TRARJKN128F92F6CF8,Bubblin' (Anita Demo),ARXGASQ1187FB3C727,a5474ad8-1671-4ace-a5ea-82df42245bda,Camp Lo,222.40608
TRARJEK128F930B3AA,Couldn't Stand The Weather,ART3O5Z1187B9AB043,f5426431-f490-4678-ad44-a75c71097bb4,Stevie Ray Vaughan And Double Trouble,281.05098
TRARJLC128F9323715,In Style,ARKBTAQ1187B9B4219,3cb2ba2a-81f9-49b6-8e9d-71dcf5fb56cc,David Johansen,247.97995
TRARJGM12903CF5DAC,Closin' Moes,ARAJTHO11F50C4B80F,,Jeff Massanari Trio,253.85751
TRARCMH12903CB8E8B,Portobello Lass,ARTQ0WY1187B98A7B0,b51f17ae-1405-46e0-95cb-b31252bb4355,Harry Lauder,177.6322
TRARCAU128F9337F05,Trumansburg Whistle,ARKAE1G1187B994A18,79837901-1e7a-4dad-80e9-3faf0668e09e,Gershon Kingsley,180.08771
TRARCNN12903CD5262,Reuben James,ARO4WQR1187B9B9825,c3d14b41-a48d-488f-bfed-ce0597bb0b1f,Kenny Rogers,167.00036
TRARCZH12903CF7D2F,Rock Steady,ARD8JVH1187FB4DA04,0053dbd9-bfbc-4e38-9f08-66a27d914c38,Bad Company,229.58975
TRARCJT128F9316BA9,Sporable,ARD1XMG1187FB41229,b96492e5-8eca-4370-bb3f-3a83bb5b75b7,Winifred Phillips,141.19138
TRARCNT12903CC4767,The Waiting,ARK9W051187FB4B783,c9458568-f6e1-47a5-9477-2d58e3e18edb,Zombina & The Skeletones,145.3971
TRARCSJ12903CA71D8,Grey Skies Turn Blue,ARBOG0H1187B99F775,3b221a54-54b9-435c-a7f3-5cf8e2ce9fb2,MxPx,183.97995
TRARDHN128F4243072,Wraparound Shades (Album),ARA0JEL1187B998FA3,52203489-c14f-4e60-8aa4-4691da1c974f,Zumpano,228.46649
TRARDOK128F9300AB5,The Earth Isn't Humming,ARIMZQZ1187B9AD541,244afcb7-fa9a-49b1-9aa6-0149512d1c52,Thrice,349.80526
TRARDRG128F931766E,Champion (World),ARZXVY01187B9972EC,fef837d2-c71f-4c55-9f34-de500aa3966e,Davol,264.09751
TRARDCR12903CE6FBE,Heart Breakin' Blues,AREE69X1187FB438D6,a4e14b84-be3f-4cf3-a0d5-54c3c8c4089b,Cannon's Jug Stompers,186.64444
TRARDJY128F14750EA,Year Zero,ARRBF3M1187FB4D59F,d8354b38-e942-4c89-ba93-29323432abc3,30 Seconds To Mars,472.39791
TRARDRX128F9325812,Satisfaction,ARP72BU1187B99CD9A,e731ab08-45c4-4e98-a1e4-7a16462c9cfb,Who Made Who,265.32526
TRARDFD12903CECB2C,I Can't Help Myself,ARUT16P1187FB532A4,c48ab37a-e9ee-491c-b370-e4cb8061ebb7,Tyrone Davis,277.41995
TRARDUI12903CBF6B6,Autofokus,ARS6KFB1187FB59B12,13c9c494-09aa-4518-8572-9f41dbdff461,K.I.Z.,231.18322
TRARDSS12903D0C029,Tango Andorra,AR6PN8Y11C8A421C16,5b6ced00-c2f6-4f94-a584-c1a6a154dafe,Aimable,180.45342
TRARDLO128F42A0469,King Jesus Is My Captain,ARJSGPI1241B9C8855,,Birmingham Jubilee Singers,183.27465
TRARDSC128F148B688,I've Grown Accustomed To His Face I've Grown Accustomed To His Face,ARTT43U1187B9A9E9B,8ca7761c-b5eb-44b7-b4e3-273e70466688,Shelby Flint,121.25995
TRARDNE128F1472357,Profound Sound (Take Two Album Version),ARJ84561187B993E3E,86017973-25c2-41a5-9a37-2843878199af,Ill Harmonics,59.03628
TRARVMO128F427DF04,She's My Mary,ARDNQ0R1187B9BA1EF,dbfd61ef-fce1-4803-9f18-7bfdd3996508,Lonnie Johnson,199.44444
TRARVVB128F4264CEB,Livin' In a Strain,ARCLJQZ11E2835CE37,209311f4-f9c2-4e44-95c4-f7708f9cc10f,Alvin Youngblood Hart,231.10485
TRARVSQ12903CA6A4B,The Little White Cloud That Cried,ARLJK1O1187B9B0FC4,8e64d20f-468e-4b26-834e-ade4ab9667e4,The Knightsbridge Strings,132.44036
TRARVXR128F4236397,Amor que terminó,ARO1NHM1187B9B9D27,f8baa848-8d5f-4151-b837-0d1dff59deb7,Los Solitarios,179.56526
TRARVQK128F932BFA0,Tell Me What I Want to Hear,ARI3Y441187FB4B921,5f0604d8-09d6-49da-a456-ca18f7aeeb76,The Dils,141.84444
TRARVEY128F9300AC3,Red Sky,ARIMZQZ1187B9AD541,244afcb7-fa9a-49b1-9aa6-0149512d1c52,Thrice,313.7824
TRARVJE128F93127EF,Symphony No. 7 in A Major_ Op. 92: I. Poco sostenuto - Vivace,ART8F8O1187B9A538D,d2ced2f1-6b58-47cf-ae87-5943e2ab6d99,Herbert von Karajan and Turin RAI Symphony Orchestra,770.35057
