track_id,tempo,time_signature,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,valence,liveness
TRAAHRF128F92FE234,87.5,3.0,0.152,0.336,7.0,-10.946,0.0335,0.713,6.27e-05,0.111,0.199
TRAAHTH12903CCFFE1,133.523,4.0,0.5,0.592,7.0,-6.146,0.0923,0.0465,0.0,0.757,0.182
TRAAHVY128F92E25D6,169.843,4.0,0.435,0.412,0.0,-14.477,0.0448,0.841,0.241,0.809,0.143
TRAAHZP12903CA25F4,88.107,4.0,0.844,0.475,11.0,-9.027,0.414,0.00503,0.0,0.658,0.19
TRAAIAE128F42AC53D,66.667,4.0,0.471,0.246,7.0,-11.878,0.0252,0.737,6.05e-05,0.34,0.189
TRAAIAX128F930531B,119.508,4.0,0.389,0.691,9.0,-4.812,0.0352,0.0186,0.0,0.601,0.106
TRAAIBB12903CECB35,80.995,4.0,0.693,0.441,10.0,-10.742,0.0372,0.413,0.00148,0.721,0.0769
TRAAIDY128F92CA454,174.184,4.0,0.377,0.671,0.0,-9.035,0.06,0.0654,0.00184,0.685,0.0993
TRAAIGD12903CA2F3C,174.312,4.0,0.293,0.225,1.0,-13.128,0.0327,0.85,1.19e-05,0.334,0.117
TRAAIHL128F92E6DDA,116.428,4.0,0.72,0.445,8.0,-7.151,0.0425,0.273,0.0,0.439,0.176
TRAAIIE128F4288BB1,126.955,4.0,0.737,0.417,5.0,-12.997,0.19,0.788,5.64e-06,0.931,0.362
TRAAIII128F427D5D8,107.784,3.0,0.385,0.269,2.0,-15.109,0.0435,0.709,8.11e-05,0.149,0.152
TRAAILM128F93480BB,125.437,4.0,0.578,0.487,7.0,-12.271,0.0321,0.694,2.94e-06,0.264,0.356
TRAAINT128F933BBE0,137.165,4.0,0.639,0.762,4.0,-5.76,0.0701,0.406,0.524,0.93,0.0563
TRAAIXN128F428027A,108.401,4.0,0.764,0.859,1.0,-4.435,0.0732,0.0523,0.000371,0.77,0.312
TRAAIXU128F4241E5C,174.557,4.0,0.561,0.198,9.0,-18.045,0.0482,0.825,0.151,0.668,0.164
TRAAJAC128F148B530,93.463,4.0,0.423,0.121,2.0,-13.303,0.0324,0.962,0.000205,0.16,0.119
TRAAJBU128F9326C02,110.144,4.0,0.836,0.346,4.0,-11.393,0.0538,0.941,0.000174,0.964,0.114
TRAAJBU12903CE2831,68.646,4.0,0.443,0.15,9.0,-15.834,0.0606,0.88,0.713,0.165,0.107
TRAAJEK128F422F55A,119.906,4.0,0.824,0.703,8.0,-6.042,0.087,0.115,0.0,0.93,0.0646
TRAAJEK12903CE351A,156.803,4.0,0.385,0.904,6.0,-4.855,0.0426,0.0441,0.603,0.565,0.0671
TRAAJJA12903CC518A,94.521,4.0,0.757,0.814,8.0,-6.362,0.187,0.0392,3.9e-05,0.451,0.363
TRAAJJG128F4284B27,133.575,4.0,0.511,0.781,9.0,-4.641,0.0426,0.00143,0.0,0.424,0.0826
TRAAJJV128F42A2F99,151.503,3.0,0.538,0.0592,4.0,-17.066,0.042,0.8,0.000103,0.326,0.0859
TRAAJMH128E0785407,83.047,4.0,0.763,0.527,10.0,-11.322,0.14,0.102,1.72e-05,0.827,0.0636
TRAAJSX128F4275A1D,72.178,4.0,0.332,0.329,9.0,-15.152,0.0337,0.287,0.0,0.329,0.0875
TRAAKAS128F4246013,93.002,4.0,0.505,0.518,6.0,-7.519,0.0287,0.012,0.615,0.168,0.0816
TRAAKAV128F931BE25,95.622,4.0,0.741,0.657,10.0,-8.677,0.0815,0.638,0.000115,0.873,0.0869
TRAAKDF128F92FA302,153.134,4.0,0.177,0.941,7.0,-5.104,0.112,1.26e-05,0.00302,0.313,0.314
TRAAKJJ128F4228346,96.693,4.0,0.439,0.513,2.0,-9.768,0.0255,0.00331,0.0,0.684,0.399
TRAAKNS12903CC5198,154.565,4.0,0.472,0.719,2.0,-12.095,0.0316,0.17,7.19e-06,0.949,0.064
TRAAKQS128F4224DE1,74.33,4.0,0.127,0.394,5.0,-9.06,0.0301,0.409,0.736,0.21,0.228
TRAAKSB128F934D73A,113.026,4.0,0.746,0.912,11.0,-6.528,0.0424,0.0214,0.000683,0.963,0.0784
TRAAKTK128F9343DCC,174.57,4.0,0.277,0.996,2.0,-4.228,0.467,0.00813,0.00231,0.385,0.963
TRAAKVA128F934E69E,139.409,3.0,0.318,0.935,0.0,-4.028,0.0867,2.21e-05,0.87,0.544,0.0943
TRAAKVD12903CE8474,127.264,4.0,0.734,0.709,1.0,-5.772,0.0422,0.00488,0.0875,0.842,0.146
TRAAKVZ12903D074BB,79.964,4.0,0.638,0.432,6.0,-5.303,0.041,0.0152,0.768,0.479,0.121
TRAALCM128F4264370,74.987,4.0,0.766,0.68,0.0,-5.227,0.071,0.218,0.00915,0.831,0.1
TRAALEO128F42A7AEA,123.028,4.0,0.841,0.335,8.0,-11.886,0.0613,0.206,0.891,0.354,0.0989
TRAALHD12903D0BD6A,142.097,4.0,0.767,0.761,9.0,-9.356,0.0438,0.0059,3.51e-05,0.763,0.146
TRAALNG12903D014E9,136.528,4.0,0.163,0.993,0.0,-4.765,0.111,0.000128,0.0235,0.0349,0.435
TRAALRZ128F429024E,139.706,3.0,0.376,0.201,2.0,-21.112,0.0373,0.977,0.846,0.224,0.0714
TRAALSV128F4282B9B,128.495,4.0,0.685,0.665,8.0,-8.64,0.0362,0.779,1.05e-05,0.733,0.0666
TRAALZC128F92E11A6,113.923,5.0,0.62,0.172,5.0,-9.337,0.0329,0.969,0.0,0.487,0.0968
TRAALZN128F932D457,85.732,3.0,0.567,0.387,7.0,-9.351,0.0619,0.882,0.0112,0.362,0.106
TRAAMES128F42AF068,109.685,4.0,0.283,0.487,4.0,-7.979,0.0397,0.329,0.0101,0.0739,0.205
TRAAMFG128F92FDEA2,62.976,4.0,0.334,0.261,8.0,-11.956,0.0323,0.686,3.13e-05,0.258,0.0764
TRAAMII128F933B583,94.058,4.0,0.699,0.891,9.0,-3.573,0.295,0.451,0.0,0.736,0.0575
TRAAMKI128F428537A,150.575,4.0,0.668,0.684,7.0,-7.642,0.0545,0.644,2.3e-06,0.876,0.065
TRAAMKW128F4249CF0,159.871,3.0,0.529,0.249,0.0,-16.695,0.0418,0.634,0.0,0.474,0.0706
TRAAMPA128F92E7D0D,78.525,4.0,0.597,0.208,0.0,-28.808,0.914,0.673,0.0,0.0376,0.36
TRAAMXP128F4264F6A,107.467,4.0,0.408,0.708,10.0,-7.334,0.0462,0.0499,5.68e-06,0.366,0.746
TRAAMYQ128F148B753,99.549,4.0,0.407,0.268,0.0,-12.093,0.0308,0.732,0.0,0.442,0.148
TRAAMZB12903CAB002,79.151,4.0,0.217,0.0968,9.0,-24.594,0.0376,0.846,0.932,0.105,0.126
TRAAMZR128F9315DCC,125.217,4.0,0.56,0.524,0.0,-8.483,0.0664,0.782,0.237,0.709,0.0951
TRAANBH128F9345A6C,111.907,4.0,0.437,0.966,11.0,-4.788,0.0653,0.00053,0.000249,0.743,0.138
TRAANKK128F42531BC,82.05,4.0,0.273,0.146,0.0,-18.556,0.0336,0.678,0.621,0.0785,0.148
TRAANLO128F422AE37,97.747,4.0,0.204,0.955,2.0,-5.747,0.108,0.000893,0.0429,0.0648,0.436
TRAANLZ128F934EC42,75.167,4.0,0.258,0.107,0.0,-18.241,0.0452,0.984,0.851,0.0387,0.0818
TRAANTZ128E0792529,121.237,1.0,0.252,0.363,7.0,-17.128,0.0452,0.6,0.597,0.295,0.314
TRAAODT12903D0D16E,152.041,4.0,0.378,0.492,10.0,-12.501,0.0284,0.00187,0.81,0.215,0.0796
TRAAOEH128F426A82F,159.927,4.0,0.579,0.486,4.0,-8.384,0.0309,0.886,2.76e-06,0.721,0.343
TRAAOIN128F9303790,150.027,4.0,0.518,0.926,9.0,-3.362,0.0754,0.00146,1.64e-06,0.647,0.0876
TRAAOPW128F428AE31,71.828,4.0,0.32,0.991,10.0,-2.734,0.0983,0.00107,0.496,0.45,0.071
TRAAOTD128F42322FC,100.24,4.0,0.603,0.0757,4.0,-21.558,0.0541,0.976,0.0107,0.68,0.105
TRAAOTT128F14AE002,68.731,4.0,0.256,0.312,2.0,-13.987,0.0313,0.583,6.01e-05,0.084,0.107
TRAAOTT128F9342E04,168.443,4.0,0.557,0.79,0.0,-7.722,0.0472,0.0118,3.21e-06,0.891,0.296
TRAAOXM12903CFB3B0,111.115,4.0,0.266,0.699,9.0,-7.491,0.0369,0.00384,0.631,0.133,0.511
TRAAOYG128F9314996,133.138,4.0,0.747,0.38,2.0,-13.003,0.0381,0.908,0.000452,0.481,0.302
TRAAPCC128F42519A7,110.026,4.0,0.549,0.714,6.0,-6.807,0.0339,0.001,0.875,0.224,0.121
TRAAPIV128F1493132,76.929,4.0,0.542,0.745,2.0,-6.769,0.0344,0.00112,0.0043,0.444,0.235
TRAAPLS12903CB2D40,92.845,4.0,0.536,0.272,9.0,-14.858,0.0281,0.511,0.873,0.301,0.0677
TRAAPQQ128F427C750,100.093,4.0,0.582,0.52,2.0,-8.194,0.0318,0.351,0.0,0.536,0.323
TRAAPWD128F931ACD4,136.065,4.0,0.712,0.851,0.0,-7.133,0.0521,0.0222,0.7,0.88,0.182
TRAAPXK128F934DF25,139.869,4.0,0.266,0.451,2.0,-10.343,0.0339,0.927,0.91,0.118,0.127
TRAAQBF12903CF796B,85.617,4.0,0.508,0.0696,5.0,-14.554,0.0352,0.937,0.0,0.331,0.123
TRAAQCK128F92E8C33,77.999,4.0,0.645,0.647,4.0,-6.194,0.0342,0.0504,6.9e-05,0.605,0.0672
TRAAQDJ128F92F95E0,179.385,4.0,0.403,0.754,5.0,-7.299,0.0386,0.322,0.0,0.849,0.147
TRAAQDL12903CA8FB5,129.985,4.0,0.763,0.897,1.0,-5.88,0.134,0.19,0.000797,0.916,0.106
TRAAQEV12903CB5459,160.228,3.0,0.613,0.534,0.0,-13.946,0.0441,0.0507,1.17e-05,0.92,0.132
TRAAQFC128F425ED83,101.014,4.0,0.85,0.53,8.0,-9.676,0.0951,0.00991,0.814,0.539,0.129
TRAAQIH128F428BDEA,77.509,4.0,0.768,0.836,6.0,-5.64,0.172,0.175,0.0,0.731,0.298
TRAAQLJ128F428E870,133.059,4.0,0.635,0.181,2.0,-13.809,0.0581,0.684,0.000153,0.323,0.107
TRAAQUC128F9322A82,101.562,4.0,0.395,0.886,4.0,-13.165,0.0615,0.000387,1.48e-05,0.224,0.0938
TRAAQUF12903CDF4A4,121.146,4.0,0.689,0.74,5.0,-6.648,0.0462,0.718,0.0,0.956,0.207
TRAAQWF128F92D1AAD,96.37,3.0,0.431,0.102,2.0,-24.354,0.0484,0.973,0.92,0.392,0.101
TRAAQYN128F92ED77E,138.099,4.0,0.469,0.703,11.0,-8.249,0.0329,3.88e-05,0.755,0.532,0.0867
TRAAQYU12903CE68CE,124.994,4.0,0.919,0.469,10.0,-7.404,0.162,0.00508,0.729,0.317,0.126
TRAAQZF12903CEDCB8,118.235,4.0,0.172,0.0659,6.0,-31.09,0.0412,0.802,0.969,0.0684,0.153
TRAAQZQ128EF35C51A,135.684,4.0,0.323,0.836,9.0,-12.896,0.0454,0.00937,0.453,0.662,0.289
TRAARRG12903CDB456,125.086,4.0,0.56,0.245,8.0,-17.118,0.163,0.492,0.0,0.788,0.154
TRAARSF12903CD1B12,160.065,3.0,0.128,0.522,8.0,-11.355,0.0364,0.0139,0.938,0.146,0.62
TRAARUN128F932B1A0,128.295,4.0,0.747,0.716,9.0,-10.296,0.027,0.253,0.872,0.949,0.247
TRAASDM12903CD474E,101.192,4.0,0.553,0.598,11.0,-13.744,0.0266,0.015,0.0439,0.379,0.0729
TRAASEO128F9337C48,97.765,4.0,0.404,0.469,0.0,-7.907,0.0291,0.316,0.0,0.309,0.0671
TRAASIG128F92C3A6B,125.038,4.0,0.207,0.944,9.0,-4.091,0.0792,5.59e-06,0.587,0.423,0.972
TRAASKQ128F4265E04,140.29,4.0,0.297,0.997,9.0,-1.024,0.246,0.175,0.0231,0.15,0.976
TRAASOD128F428154C,101.003,4.0,0.802,0.278,5.0,-15.171,0.132,0.886,0.0038,0.865,0.389
TRAASQC128F93480F0,105.52,3.0,0.405,0.973,1.0,-3.598,0.163,0.000187,0.000229,0.387,0.123
TRAASSO12903CDD2FF,105.202,4.0,0.674,0.884,1.0,-11.119,0.0855,0.044,0.861,0.0352,0.0918
TRAASYO128F4263883,99.05,4.0,0.265,0.303,4.0,-16.811,0.0444,0.82,0.567,0.144,0.0908
TRAASZE128F93499AE,123.995,4.0,0.663,0.929,7.0,-5.617,0.0345,0.0131,0.00048,0.658,0.37
TRAATBN128F14ACE82,92.698,4.0,0.193,0.00739,4.0,-39.486,0.041,0.734,0.759,0.0325,0.119
TRAATIU128F4291A84,134.013,3.0,0.309,0.972,1.0,-3.889,0.127,1.02e-05,0.142,0.564,0.202
TRAATJK128F9339179,121.488,5.0,0.315,0.301,9.0,-16.693,0.054,0.632,0.00811,0.425,0.608
TRAATLC12903D0172B,120.971,4.0,0.556,0.151,10.0,-17.424,0.269,0.939,7.05e-06,0.294,0.676
TRAATMY128F9334DAC,106.317,3.0,0.661,0.36,5.0,-11.868,0.0269,0.28,0.00021,0.269,0.148
TRAATNJ128F42631BA,160.056,3.0,0.474,0.902,0.0,-6.087,0.0491,0.000164,0.262,0.324,0.231
TRAATPA128F146753C,120.114,4.0,0.603,0.81,6.0,-9.682,0.0477,0.0683,0.000212,0.722,0.365
TRAATQC128F425AF61,128.186,4.0,0.703,0.26,7.0,-15.869,0.0346,0.87,0.95,0.88,0.0783
TRAATWQ12903CC5BA8,177.95,4.0,0.542,0.715,1.0,-5.928,0.444,0.0561,1.2e-06,0.244,0.164
TRAATZQ128F425E5F1,160.956,3.0,0.689,0.56,7.0,-4.761,0.079,0.468,0.792,0.964,0.0479
TRAAUDN128F933F20D,68.445,3.0,0.48,0.892,2.0,-9.187,0.456,0.653,0.572,0.268,0.688
TRAAUEO128E0780CB9,108.27,4.0,0.573,0.909,10.0,-7.894,0.0516,0.00418,0.00333,0.517,0.0825
TRAAUGD128F42734DA,119.552,4.0,0.796,0.624,4.0,-7.744,0.0307,0.135,0.000164,0.784,0.298
TRAAUGZ128F9307F78,97.797,4.0,0.562,0.45,9.0,-12.258,0.0279,0.529,0.000911,0.547,0.643
TRAAUIH128F4254C9D,80.66,4.0,0.632,0.63,10.0,-4.851,0.0704,0.162,0.0,0.728,0.0385
TRAAUKK128F933A680,91.296,4.0,0.596,0.555,5.0,-11.384,0.0264,0.276,0.384,0.572,0.629
TRAAUMJ128F933BDB6,130.033,4.0,0.527,0.706,8.0,-7.9,0.0562,0.00246,0.00112,0.351,0.179
TRAAUMN128F4273561,103.073,3.0,0.493,0.87,11.0,-6.656,0.033,0.00275,0.00059,0.33,0.181
TRAAUMZ12903CA97DC,95.852,3.0,0.246,0.21,2.0,-15.239,0.0277,0.95,0.916,0.379,0.109
TRAAUSW128F426646E,154.595,4.0,0.652,0.719,1.0,-10.443,0.0795,0.0344,0.0066,0.966,0.0505
TRAAUZX128F92F3D53,86.239,4.0,0.635,0.694,7.0,-7.0,0.361,0.0289,0.0,0.551,0.125
TRAAVGB12903CFAA99,83.117,4.0,0.77,0.319,9.0,-12.025,0.0418,0.856,0.0,0.919,0.14
TRAAVIH12903CFAC90,124.261,4.0,0.595,0.844,1.0,-5.21,0.0785,0.000921,0.0,0.342,0.0805
TRAAVJL128F14ACADD,134.807,4.0,0.154,0.0193,0.0,-20.682,0.0423,0.813,0.89,0.0353,0.13
TRAAVKY12903CBBB93,79.921,4.0,0.183,0.135,7.0,-20.232,0.0389,0.855,0.734,0.235,0.204
TRAAVOK12903CC4773,144.876,3.0,0.379,0.74,9.0,-5.935,0.0336,0.0131,1.07e-05,0.292,0.0511
TRAAVOU128F422F292,102.548,4.0,0.534,0.987,2.0,-2.1,0.0871,0.00454,0.0,0.248,0.146
TRAAWAD128F92FA59F,88.991,4.0,0.442,0.841,7.0,-9.155,0.0591,9.33e-06,0.895,0.121,0.278
TRAAWDK128F92E2A17,91.771,4.0,0.831,0.682,7.0,-5.697,0.238,0.256,0.0,0.6,0.494
TRAAWGY128F4298A09,105.741,4.0,0.636,0.748,1.0,-10.967,0.0537,0.0131,0.00291,0.834,0.0564
TRAAWOR128F92DF3C8,169.874,4.0,0.343,0.669,4.0,-3.493,0.0363,0.319,0.0,0.578,0.105
TRAAWQD12903CAA968,121.344,4.0,0.67,0.345,4.0,-13.443,0.0354,0.739,0.00257,0.635,0.197
TRAAWUH128F427F12C,81.284,4.0,0.499,0.447,3.0,-14.974,0.0363,0.00219,0.578,0.45,0.242
TRAAWUM128F426009A,78.222,4.0,0.38,0.296,11.0,-13.298,0.0444,0.811,0.833,0.179,0.117
TRAAWVQ128F9313D31,85.758,4.0,0.562,0.689,6.0,-11.126,0.0433,0.12,0.0,0.805,0.117
TRAAXEJ12903CA7253,175.484,4.0,0.79,0.704,4.0,-9.964,0.258,0.0137,0.0,0.618,0.305
TRAAXKI128F92DAC1B,124.213,4.0,0.495,0.0619,2.0,-20.571,0.0745,0.965,0.445,0.0911,0.0984
TRAAXMC128F14A53EA,141.842,4.0,0.482,0.179,3.0,-16.457,0.0307,0.826,1.03e-05,0.734,0.0788
TRAAXPA128F92FC706,79.953,3.0,0.37,0.433,9.0,-9.553,0.0284,0.523,3.79e-06,0.208,0.125
TRAAXTY128F42725BC,73.116,4.0,0.528,0.041,10.0,-19.196,0.0367,0.991,3.62e-06,0.452,0.0632
TRAAXUY128F426BA55,98.545,4.0,0.592,0.423,2.0,-12.923,0.0264,0.646,0.0,0.801,0.0745
TRAAYCQ128F425EE32,138.281,4.0,0.569,0.232,0.0,-12.122,0.102,0.716,2.01e-05,0.531,0.0732
TRAAYNQ128EF35922B,176.104,4.0,0.124,0.0335,2.0,-30.182,0.0633,0.966,0.000645,0.0347,0.231
TRAAYPN128F9340DDF,170.173,4.0,0.47,0.474,5.0,-9.406,0.0262,0.0643,0.0,0.241,0.0645
TRAAYTI128F933663B,139.807,3.0,0.6,0.665,11.0,-8.665,0.0301,0.174,0.511,0.969,0.0448
TRAAYVL128F1473727,98.25,4.0,0.316,0.314,8.0,-8.502,0.0317,0.798,2.09e-05,0.343,0.134
TRAAZBD128F427A97D,90.995,4.0,0.723,0.824,1.0,-5.488,0.254,0.00599,0.0,0.441,0.932
TRAAZBX128F1492AF8,94.498,4.0,0.342,0.255,6.0,-10.745,0.0371,0.951,6.93e-06,0.19,0.0753
TRAAZGC12903CB5DFB,107.199,3.0,0.45,0.688,2.0,-11.556,0.0519,7.15e-05,0.00185,0.66,0.0976
TRAAZHO128F427C9EC,124.272,4.0,0.536,0.674,9.0,-8.605,0.119,0.152,1.21e-05,0.39,0.341
TRAAZIE128F427961E,98.007,4.0,0.672,0.771,7.0,-8.515,0.0394,0.239,0.0,0.916,0.19
TRAAZJU12903C980B6,79.192,4.0,0.12,0.209,0.0,-12.984,0.034,0.855,0.967,0.0876,0.323
TRAAZKV12903CDDFE0,130.914,4.0,0.667,0.963,7.0,-8.215,0.0347,0.0992,0.133,0.766,0.0799
TRAAZLK128F93586D6,90.029,4.0,0.765,0.902,6.0,-3.077,0.2,0.0742,0.00056,0.879,0.0942
